,mmsi,vessel_name,vessel_type,flag_country
57,273319440,GREEN TUNDRA,Cargo,Russian Federation
74,431161000,CORONA QUEEN,Cargo,Japan
81,235068029,COSCO HONGKONG,Cargo,UK
95,538007425,KK MINERAL,Cargo,Marshall Islands
99,422040600,KIAZAND,Cargo,Iran
100,357259000,ORIENTAL HARBOR,Cargo,Panama
106,414062000,YUAN WANG HE XIE,Cargo,China
127,210560000,KMAX LEADER,Cargo,Cyprus
148,212438000,PEDHOULAS CHERRY,Cargo,Cyprus
150,431679000,UNAVAILABLE,Fishing,Japan
153,412695620,XINSHIJI77,Fishing,China
192,369296000,MANUKAI,Cargo,USA
193,370299000,MORNING CAMILLA,Cargo,Panama
204,636016304,MOUNT ANNAPURNA,Cargo,Liberia
206,636021947,CYCLADES,Cargo,Liberia
267,431008487,UNAVAILABLE,Fishing,Japan
275,636021488,AMIDALA,Cargo,Liberia
277,563250000,WAN HAI 261,Cargo,Singapore
369,412427782,UNAVAILABLE,Fishing,China
380,415678900,UNAVAILABLE,Fishing,
381,412416166,ZHELINGYUYUN30056,Fishing,China
407,100915784,ZHEYUYU32655,Fishing,
426,413455950,XIN MING ZHOU 22,Cargo,China
434,441323000,AQUILA,Cargo,South Korea
466,356946000,MSC VANESSA,Cargo,Panama
471,477430500,GLORY ZHENDONG,Cargo,Hong Kong
622,209717704,ELENI,Cargo,Cyprus
665,357063000,IRON PHOENIX,Cargo,Panama
666,372828000,GLORIOUS PEONY,Cargo,Panama
671,370439000,ACX CRYSTAL,Cargo,Panama
675,373416000,TAI KEYSTONE,Cargo,Panama
701,412452092,MINSHIYU07593,Fishing,China
724,538008575,SATIGNY,Cargo,Marshall Islands
738,431010757,UNAVAILABLE,Fishing,Japan
740,431008571,AOI MARU,Fishing,Japan
762,431008572,DAI3KAIGI MARU,Fishing,Japan
767,450900088,40008,Fishing,Lebanon
769,412416789,ZHE LING YU 69258,Fishing,China
772,304513000,IMKE,Cargo,Antigua and Barbuda
781,311101007,UNAVAILABLE,Fishing,Bahamas
784,900019739,UNAVAILABLE,Fishing,
789,431008508,HANRYOUMARU,Fishing,Japan
797,412005531,SHUN HANG 98,Cargo,China
808,412415115,ZHEYUYUYUN10686,Fishing,China
822,412333446,UNAVAILABLE,Fishing,China
833,353204000,XIN BIN HAI,Cargo,Panama
837,412416742,UNAVAILABLE,Fishing,China
856,412441795,UNAVAILABLE,Fishing,China
857,412422211,ZHEPUYU72727,Fishing,China
859,351665000,ADONIS,Cargo,Panama
860,412432952,ZHECANGYU08999,Fishing,China
861,412666971,MINXIAYU81516,Fishing,China
862,412421716,ZHEPUYU42769,Fishing,China
863,412414679,ZHEYUYU66789,Fishing,China
864,412415151,UNAVAILABLE,Fishing,China
865,412422594,UNAVAILABLE,Fishing,China
874,412430643,UNAVAILABLE,Fishing,China
878,412430114,ZHEDONGYU02995,Fishing,China
879,412430924,UNAVAILABLE,Fishing,China
880,412423681,UNAVAILABLE,Fishing,China
885,888882978,ZHEDONGYU2978,Fishing,
888,412416785,ZHELINGYUYUN20011,Fishing,China
960,431019483,UNAVAILABLE,Fishing,Japan
961,431016926,NO.18 SHINWAMARU,Fishing,Japan
992,357016000,TRES FELICES,Cargo,Panama
1001,431008499,NO.68 KOUEIMARU,Fishing,Japan
1002,431602203,UNAVAILABLE,Fishing,Japan
1007,431012401,UNAVAILABLE,Fishing,Japan
1008,431003515,TOMIYAMATENSYOUMARU,Fishing,Japan
1009,431010802,KOURYOUMARU,Fishing,Japan
1012,431149000,SUMIHOUMARU NO.68,Fishing,Japan
1025,412430754,UNAVAILABLE,Fishing,China
1029,411111111,HIGOO NAVIGATION,Fishing,
1031,412422611,ZHEPUYUYUN48227,Fishing,China
1036,412447966,UNAVAILABLE,Fishing,China
1037,477661663,UNAVAILABLE,Fishing,Hong Kong
1039,372727000,COSCO SHENGSHI,Cargo,Panama
1042,412424344,UNAVAILABLE,Fishing,China
1046,412430387,ZHEDONGYU03188,Fishing,China
1048,412430407,UNAVAILABLE,Fishing,China
1052,412428409,ZHEPUYU 42770,Fishing,China
1056,412424173,ZHEPUYU44101,Fishing,China
1058,900230038,ZHEPUYU30038,Fishing,
1094,440349000,POS YOKOHAMA,Cargo,South Korea
1100,538009631,CONSILIA,Cargo,Marshall Islands
1157,312834000,SEA BRIDGE,Cargo,Belize
1162,441332000,WOOYANG GLORY,Cargo,South Korea
1165,431019104,KONPIRAMARU NO3,Fishing,Japan
1259,352001683,FEEDER ACE,Cargo,Panama
1489,431018427,UNAVAILABLE,Fishing,Japan
1502,431018661,DAIKOUMARU,Fishing,Japan
1520,431018301,HACHIEIMARU NO.2,Fishing,Japan
1522,431020019,SHINEI MARU,Fishing,Japan
1611,412440653,FU YUAN YU YUN 998,Cargo,China
1617,215965000,CMA CGM C COLOMB,Cargo,Malta
1619,538009523,GABRIELA  A,Cargo,Marshall Islands
1653,671864000,NEKSU,Cargo,Togo
1654,671729000,RACER,Cargo,Togo
1704,431018309,SEITYOUMARU,Fishing,Japan
1713,431018986,MASAMARU,Fishing,Japan
1745,431300207,MIYOSHI-MARU,Fishing,Japan
1748,312683000,QING PING,Cargo,Belize
1771,431013249,UNAVAILABLE,Fishing,Japan
1773,431301722,NO18 HOURAIMARU,Cargo,Japan
1776,431300993,YAMATOMARU,Fishing,Japan
1777,431000209,UNAVAILABLE,Fishing,Japan
1798,431012779,KAIROUMARU,Fishing,Japan
1800,431012943,FUJITOKUMARU,Fishing,Japan
1813,374772000,OCEAN PRIDE I,Cargo,Panama
2007,355557000,SUZAKU,Cargo,Panama
2010,636021203,BERMONDI,Cargo,Liberia
2012,636016205,LAKE TAUPO,Cargo,Liberia
2231,431600964,UNAVAILABLE,Cargo,Japan
2248,431014745,UNAVAILABLE,Fishing,Japan
2363,431013945,KYOUEIMARU,Fishing,Japan
2646,431007317,KUNIYOSIMARU,Fishing,Japan
2838,412440253,UNAVAILABLE,Fishing,China
2943,431019785,TOKUZOUMARU,Fishing,Japan
2950,431900104,SHUNKA MARU NO.2,Fishing,Japan
2951,431010805,UNAVAILABLE,Fishing,Japan
2960,431501884,NIKKO MARU,Cargo,Japan
2964,431015802,DAI 1 FUUSYOUMARU,Fishing,Japan
2969,431006015,GYOSYOMARU,Fishing,Japan
2970,431015648,UNAVAILABLE,Fishing,Japan
2971,431009536,YAMANI MARU,Fishing,Japan
2992,431008261,UNAVAILABLE,Fishing,Japan
3001,431010283,UNAVAILABLE,Fishing,Japan
3003,431900222,UNAVAILABLE,Fishing,Japan
3006,431013379,UNAVAILABLE,Fishing,Japan
3021,431011885,KOUKIMARU,Fishing,Japan
3022,431011865,DAIYUMARU,Fishing,Japan
3027,431016847,UNAVAILABLE,Fishing,Japan
3034,431013411,HOUSYOUMARU,Fishing,Japan
3035,431016839,DAI 10 HAYAMARU,Fishing,Japan
3036,431680207,FERRY AGUNI,Cargo,Japan
3039,431010869,UNAVAILABLE,Cargo,Japan
3048,431014628,UNAVAILABLE,Fishing,Japan
3055,431600710,UNAVAILABLE,Fishing,Japan
3059,431601570,UNAVAILABLE,Fishing,Japan
3085,538007092,UNAVAILABLE,Cargo,Marshall Islands
3112,432676000,NO81TENOHMARU,Fishing,Japan
3127,431016891,UNAVAILABLE,Fishing,Japan
3270,564524000,WAN HAI 303,Cargo,Singapore
3325,412280152,UNAVAILABLE,Fishing,China
3327,306704000,TRANSSHELF,Cargo,Netherlands Antilles
3328,371272000,ATLANTIC TIGER,Cargo,Panama
3329,240989000,ATALANTA,Cargo,Greece
3368,636022007,SUEZ CANAL,Cargo,Liberia
3373,370739000,GLOBAL SERENITY,Cargo,Panama
3396,100908283,UNAVAILABLE,Fishing,
3412,241210000,HERODOTUS,Cargo,Greece
3413,636016113,MAY OLDENDORFF,Cargo,Liberia
3415,431014622,KAIJINMARU NO.6,Fishing,Japan
3441,412431517,ZHERUIYU13041,Fishing,China
3449,412431479,UNAVAILABLE,Fishing,China
3450,412662250,MINLIANYUYUN1076,Fishing,China
3462,412415368,ZHEYUYU66222,Fishing,China
3469,412438101,ZHEXIANGYU66108,Fishing,China
3480,431008163,NO.36 TYOURYOUMARU,Fishing,Japan
3483,431008549,UNAVAILABLE,Fishing,Japan
3488,412448691,UNAVAILABLE,Fishing,China
3490,412421808,ZHEPUYU31378,Fishing,China
3491,412424411,ZHE PU YU 66003,Fishing,China
3492,412410614,UNAVAILABLE,Fishing,China
3497,412423083,ZHEPUYU72333,Fishing,China
3499,412424307,ZHE PU YU 66001,Fishing,China
3510,431015866,UNAVAILABLE,Fishing,Japan
3512,431011307,UNAVAILABLE,Fishing,Japan
3517,273352930,VOSTOK-5,Fishing,Russian Federation
3523,538007595,YANGTZE GALAXY,Cargo,Marshall Islands
3524,636017419,OSAKA STAR,Cargo,Liberia
3540,431015656,DAISINN MARU,Fishing,Japan
3546,431008808,DAI 3 TOSHI MARU,Fishing,Japan
3550,352604000,PALMA BULKER,Cargo,Panama
3574,412441217,MINLIANYU60166,Fishing,China
3578,412410178,UNAVAILABLE,Fishing,China
3581,431008155,YUUHOUMARU,Fishing,Japan
3584,412417049,ZHE LING YU 74028,Fishing,China
3596,412421694,UNAVAILABLE,Fishing,China
3597,432412000,UNAVAILABLE,Fishing,Japan
3618,431017188,"NO,3 SHOUEIMARU",Fishing,Japan
3637,431010514,TAISEIMARU,Fishing,Japan
3638,431011425,TAIMARU3,Fishing,Japan
3640,431014304,SEIRYOMARU,Fishing,Japan
3644,431501786,UNAVAILABLE,Fishing,Japan
3646,431008208,UNAVAILABLE,Fishing,Japan
3648,431007733,ITOKU MARU,Fishing,Japan
3650,431010663,UNAVAILABLE,Fishing,Japan
3663,431006609,ISHIDAMARU NO52,Fishing,Japan
3664,431601131,GENPUKUMARU NO.16,Fishing,Japan
3665,431100728,FUDOMARU NO33,Fishing,Japan
3668,431013147,KINSEIMARU NO21,Fishing,Japan
3672,431003311,ISHIDAMARU NO78,Fishing,Japan
3673,431009312,SHIMIZUMARU NO.61,Fishing,Japan
3705,412429229,UNAVAILABLE,Fishing,China
3707,431017517,UNAVAILABLE,Fishing,Japan
3710,412423911,ZHE PU YU 72555,Fishing,China
3711,412423506,ZHEPUYU42786,Fishing,China
3717,431019846,NO.10 SEIEIMARU,Fishing,Japan
3720,431300615,NO.18 EIKO MARU,Fishing,Japan
3722,431006433,SINEIMARU,Fishing,Japan
3726,178554106,178554106         8,Fishing,
3743,431900227,18FUKUYOUMARU,Fishing,Japan
3744,431010126,UNAVAILABLE,Fishing,Japan
3745,431011051,UNAVAILABLE,Fishing,Japan
3747,431602322,TOMIMARU NO.38,Fishing,Japan
3752,431007374,UNAVAILABLE,Fishing,Japan
3753,431010043,FUKUMARU,Fishing,Japan
3757,431002127,UNAVAILABLE,Fishing,Japan
3760,431016121,UNAVAILABLE,Fishing,Japan
3764,431001030,SUWA MARU NO.33,Fishing,Japan
3784,431019175,UNAVAILABLE,Fishing,Japan
3789,413901132,HAIBANGDA18,Cargo,China
3801,432565000,HOKUSYO MARU,Fishing,Japan
3802,431015459,KAIKOMARU NO35,Fishing,Japan
4,241721000,MERCHANT MARINER,Cargo,Greece
5,229143000,PAMPERO,Cargo,Malta
7,538009339,PISTI,Cargo,Marshall Islands
16,371244000,MAHO CORAL,Cargo,Panama
19,311001016,BTG APO,Cargo,Bahamas
21,538009899,FJ ROSSA,Cargo,Marshall Islands
23,636019568,TRUE CORSAIR,Cargo,Liberia
26,636013437,DERBY D,Cargo,Liberia
69,374936000,SM EMERALD,Cargo,Panama
70,352967000,CORONA NATURE,Cargo,Panama
101,412471257,UNAVAILABLE,Fishing,China
107,431816000,EQUULEUS LEADER,Cargo,Japan
132,414613000,HONG LONG HAI SHENG,Cargo,China
137,563124900,OCEAN PERKASA,Cargo,Singapore
155,373735000,DIAS WELL,Cargo,Panama
158,370953000,SAGAR KANYA,Cargo,Panama
185,636015912,ANL GIPPSLAND,Cargo,Liberia
245,636021200,EVER COMMAND,Cargo,Liberia
285,235093619,EVER LEADING,Cargo,UK
319,371628000,KEN TOKU,Cargo,Panama
361,412863366,LICHAO36,Cargo,China
365,412441068,MINFUDINGYUYUN 06533,Fishing,China
386,100920632,UNAVAILABLE,Fishing,
414,100922838,UNAVAILABLE,Fishing,
437,412350058,UNAVAILABLE,Fishing,China
439,412452127,UNAVAILABLE,Fishing,China
442,412450591,MINSHIYU08729,Fishing,China
450,636020109,DZ WEIHAI,Cargo,Liberia
466,412003676,UNAVAILABLE,Fishing,China
483,200014240,UNAVAILABLE,Fishing,
484,412449992,UNAVAILABLE,Fishing,China
504,431018921,UNAVAILABLE,Fishing,Japan
506,431018904,UNAVAILABLE,Fishing,Japan
509,900003448,UNAVAILABLE,Fishing,
510,412430752,UNAVAILABLE,Fishing,China
513,412430715,ZHEDONGYU03372,Fishing,China
531,412430745,UNAVAILABLE,Fishing,China
535,412435267,ZHEXIANGYU50002,Fishing,China
540,412436077,UNAVAILABLE,Fishing,China
543,412435424,ZHEXIANGYU66067,Fishing,China
547,412436236,UNAVAILABLE,Cargo,China
553,412430003,ZHEDONGYU03718,Cargo,China
556,412439982,UNAVAILABLE,Fishing,China
579,538010036,REACHY SUMMER,Cargo,Marshall Islands
631,412418834,UNAVAILABLE,Fishing,China
681,636021856,MORNING MIDAS,Cargo,Liberia
684,352001621,RUI EN 7,Cargo,Panama
687,312728000,HAO XIN,Cargo,Belize
689,248225000,TITANIA,Cargo,Malta
690,312472000,SHUN HE,Cargo,Belize
726,431016224,SYOUEIMARU,Fishing,Japan
820,352001235,DCL QINGDAO,Cargo,Panama
958,412417404,UNAVAILABLE,Fishing,China
964,412422049,UNAVAILABLE,Fishing,China
968,412417355,UNAVAILABLE,Fishing,China
971,900366666,ZHESHENGYU66666,Fishing,
976,412421591,UNAVAILABLE,Fishing,China
977,412423663,UNAVAILABLE,Fishing,China
992,412414576,UNAVAILABLE,Fishing,China
994,412414734,ZHEYUYU82168,Fishing,China
1009,200072272,MINZHANGYUYUN60066,Cargo,
1027,412222222,UNAVAILABLE,Fishing,China
1030,412448851,MINXIAYU01436,Fishing,China
1034,113850996,MINXIAPU09971,Fishing,
1036,412431494,UNAVAILABLE,Fishing,China
1041,412441976,UNAVAILABLE,Fishing,China
1046,412437053,UNAVAILABLE,Fishing,China
1061,412416711,UNAVAILABLE,Fishing,China
1095,431008471,RYUUSEI MARU,Fishing,Japan
1097,412414603,ZHE YU YU 82038,Fishing,China
1100,412414771,UNAVAILABLE,Fishing,China
1113,412452929,UNAVAILABLE,Fishing,China
1120,412430741,ZHEDONGYU03489,Fishing,China
1121,412430282,UNAVAILABLE,Fishing,China
1129,412417624,UNAVAILABLE,Fishing,China
1131,412416521,UNAVAILABLE,Fishing,China
1138,412450408,MINXIAYUYUN01521,Fishing,China
1147,412449828,JELINGYU63018,Fishing,China
1150,412450678,UNAVAILABLE,Fishing,China
1161,412418046,UNAVAILABLE,Fishing,China
1165,431600458,HINATA MARU NO.28,Cargo,Japan
1167,431016002,UNAVAILABLE,Fishing,Japan
1173,412422041,UNAVAILABLE,Fishing,China
1175,412420379,UNAVAILABLE,Fishing,China
1177,412422047,UNAVAILABLE,Fishing,China
1178,412415298,UNAVAILABLE,Fishing,China
1198,371877000,LALUAN,Cargo,Panama
1211,412414713,UNAVAILABLE,Fishing,China
1216,356490000,NORD HAKATA,Cargo,Panama
1218,671097100,MIRAI,Cargo,Togo
1221,431501435,KAIYO MARU NO.8,Fishing,Japan
1226,312724000,REN HE,Cargo,Belize
1227,441290000,ZENITH WIN,Cargo,South Korea
1237,371543000,MSC CHULAI III,Cargo,Panama
1242,563128600,SKY HONEY,Cargo,Singapore
1769,373453000,KUN YI,Cargo,Panama
1770,636017493,HG LEIXOES,Cargo,Liberia
1771,636092084,PIAVIA,Cargo,Liberia
1788,574002930,TAN CANG GLORY,Cargo,Vietnam
1812,412448743,UNAVAILABLE,Fishing,China
1813,412422104,UNAVAILABLE,Fishing,China
1831,372041000,PRECIOUS OCEAN,Cargo,Panama
1834,431792000,ONE FALCON,Cargo,Japan
1872,431017747,EIKOUMARU,Fishing,Japan
1873,431018826,UNAVAILABLE,Fishing,Japan
1885,431400747,UNAVAILABLE,Fishing,Japan
1900,431017047,UNAVAILABLE,Fishing,Japan
2016,431200534,UNAVAILABLE,Fishing,Japan
2055,412554550,DONG HAI 118,Cargo,China
2394,431101123,UNAVAILABLE,Cargo,Japan
2596,431012845,UNAVAILABLE,Fishing,Japan
2643,431014718,UNAVAILABLE,Fishing,Japan
2871,431012279,UNAVAILABLE,Fishing,Japan
2872,431008269,UNAVAILABLE,Fishing,Japan
2873,431008256,UNAVAILABLE,Fishing,Japan
2875,431008273,DAIKATUMARU,Fishing,Japan
2876,431008275,CHOUEI MARU,Fishing,Japan
2877,431008266,SUWAMARU,Fishing,Japan
2878,431008264,HOURYOUMARU NO.28,Fishing,Japan
2879,431008305,KAITOMIMARU,Fishing,Japan
2880,431008325,RYOUSEIMARU,Fishing,Japan
2886,431007278,KYOUEI MARU,Fishing,Japan
2887,431007275,UNAVAILABLE,Fishing,Japan
2889,431007363,UNAVAILABLE,Fishing,Japan
2890,431015364,KEIEIMARU NO.3,Fishing,Japan
2932,667001620,SILVER WAY,Cargo,Sierra Leone
3016,431018865,WAKOUMARU,Cargo,Japan
3028,431008125,UNAVAILABLE,Fishing,Japan
3062,431018335,EBISUMARU,Fishing,Japan
3108,416004668,CHYUAN GWO MAAN,Fishing,Taiwan
3109,413170000,XIN ZHANG ZHOU,Cargo,China
3113,431013217,KAZUMARU,Fishing,Japan
3128,431008034,UNAVAILABLE,Fishing,Japan
3131,431008267,UNAVAILABLE,Fishing,Japan
3132,431008274,KOURYOUMARU NO.8,Fishing,Japan
3133,431008433,UNAVAILABLE,Fishing,Japan
3135,431008187,UNAVAILABLE,Fishing,Japan
3141,431007276,SEISYOU MARU,Fishing,Japan
3307,431008287,UNAVAILABLE,Fishing,Japan
3325,413302134,JINBINKUAIHANG168,Cargo,China
3356,565503000,CENTAURUS LEADER,Cargo,Singapore
3384,273295090,NEVER,Fishing,Russian Federation
3397,273419160,TENARON,Fishing,Russian Federation
3411,412441089,MIN LIAN YU 62288,Fishing,China
3421,431007359,KATSU MARU NO3,Fishing,Japan
3447,431013552,REIWA KURAMASAMARU,Fishing,Japan
3448,431017823,UNAVAILABLE,Fishing,Japan
3480,431018217,DAI3HAKKOUMARU,Fishing,Japan
3481,431018462,DAI27SYOUEIMARU,Fishing,Japan
3491,412440247,UNAVAILABLE,Fishing,China
3495,431002389,UNAVAILABLE,Fishing,Japan
3496,431013555,UNAVAILABLE,Fishing,Japan
3497,431012638,HOUSHO MARU,Fishing,Japan
3503,273374020,DEMIS,Fishing,Russian Federation
2,636020500,MSC LIDIA,Cargo,Liberia
9,41600314,UNAVAILABLE,Fishing,
18,564880000,KOTA HALUS,Cargo,Singapore
22,538009002,GREEN CREST,Cargo,Marshall Islands
27,355297000,SANG SHIN,Cargo,Panama
31,538008660,GOLDEN SAINT,Cargo,Marshall Islands
33,416230500,SHENG I TSAI NO888,Fishing,Taiwan
37,538006170,ARIS GLORY,Cargo,Marshall Islands
53,354892000,LIBRA PACIFIC,Cargo,Panama
62,477220400,JUDITH SCHULTE,Cargo,Hong Kong
63,201601651,SHIN RUE FONG NO.3,Fishing,Albania
64,416002759,SIN RUEI FONG NO3,Fishing,Taiwan
130,373511000,BRITAIN BAY,Cargo,Panama
133,636018046,WUJIANG,Cargo,Liberia
135,371332000,RISING WIND,Cargo,Panama
141,477588100,PAKHOI,Cargo,Hong Kong
224,371617000,ZHIDA 6,Cargo,Panama
260,373337000,QUEEN FLOWER,Cargo,Panama
274,563125200,BOTANY,Cargo,Singapore
333,354255000,LUCKY BAY,Cargo,Panama
337,412000086,UNAVAILABLE,Fishing,China
351,900028910,UNAVAILABLE,Fishing,
359,412417688,UNAVAILABLE,Fishing,China
375,100921667,UNAVAILABLE,Fishing,
376,412418888,UNAVAILABLE,Fishing,China
381,374172000,SHENG LE A,Cargo,Panama
389,413082087,ZHEYUYU82087,Fishing,China
425,431012323,UNAVAILABLE,Fishing,Japan
437,100898147,UNAVAILABLE,Fishing,
450,600600600,123,Cargo,
456,412452097,UNAVAILABLE,Fishing,China
457,412449604,MINXIAYU 09829,Fishing,China
464,412449008,UNAVAILABLE,Fishing,China
465,412445722,MINFUDINGYU01569,Fishing,China
466,412448975,UNAVAILABLE,Fishing,China
486,413000008,123,Cargo,China
493,412121212,69252,Fishing,China
494,412449608,MINXIAYU09777,Fishing,China
495,200063895,UNAVAILABLE,Fishing,
497,123456788,MINXIAYU09828,Fishing,
499,412449609,UNAVAILABLE,Fishing,China
504,412423665,ZHEPUYU13111,Fishing,China
511,412422897,ZHEPUYU68107,Fishing,China
521,412414782,UNAVAILABLE,Fishing,China
538,370181000,ONE COSMOS,Cargo,Panama
653,477813700,SITC MOJI,Cargo,Hong Kong
665,354787000,HAYABUSA,Cargo,Panama
813,431016269,KATORIMARU,Fishing,Japan
834,431018978,TOSHIMARU,Fishing,Japan
842,412201539,MINXIA YU0 539,Fishing,China
843,412448964,MINXIAYU01539,Fishing,China
861,412428712,UNAVAILABLE,Fishing,China
867,412414809,UNAVAILABLE,Fishing,China
868,900003848,UNAVAILABLE,Fishing,
874,291072467,UNAVAILABLE,Fishing,
880,416003869,ZHEN FENG NO.2,Fishing,Taiwan
881,416002477,SHUN DE SHENG NO16,Fishing,Taiwan
885,412347165,UNAVAILABLE,Fishing,China
886,636092863,AS PENELOPE,Cargo,Liberia
887,759000020,759000020         9,Fishing,
888,994162788,994162788         9,Fishing,
889,351109000,OOCL DURBAN,Cargo,Panama
890,576574000,VIVA GOGO 707,Fishing,Vanuatu
893,431601550,DAI81HOUEIMARU,Fishing,Japan
901,538007559,ASIA CONFIDENCE,Cargo,Marshall Islands
930,412451509,UNAVAILABLE,Fishing,China
932,431018915,NO 8 KIYO MARU,Fishing,Japan
942,160000002,UNAVAILABLE,Fishing,
962,208956322,UNAVAILABLE,Fishing,Vatican City
978,431017762,UNAVAILABLE,Fishing,Japan
981,431018771,UNAVAILABLE,Fishing,Japan
986,353329000,TRANS FUTURE 1,Cargo,Panama
989,440642000,PANSTAR GENIE,Cargo,South Korea
993,477302300,SITC TAICANG,Cargo,Hong Kong
1001,431014106,ISSIN MARU,Fishing,Japan
1012,431602090,SHINYOUMARU NO.8,Fishing,Japan
1015,477961300,SPRING WIND,Cargo,Hong Kong
1018,431019847,NO.51 KONPIRAMARU,Fishing,Japan
1019,431000286,UNAVAILABLE,Cargo,Japan
1020,431010544,EIMEI MARU,Fishing,Japan
1034,538009221,ASIAN ISLAND,Cargo,Marshall Islands
1038,353726000,GEOPARK VENUS,Cargo,Panama
1043,370950000,WOOYANG CLOVER,Cargo,Panama
1047,352955000,PAPORA WISDOM,Cargo,Panama
1048,353844000,HENGSHUNHAI,Cargo,Panama
1089,440567000,SUNNY OAK,Cargo,South Korea
1139,636016445,LAKE GENEVA,Cargo,Liberia
1436,636015148,SEA TAURUS,Cargo,Liberia
1437,311064200,ADELANTE,Cargo,Bahamas
1449,525119006,SENSHO,Cargo,Indonesia
1490,431600345,SHOYO MARU NO.18,Cargo,Japan
1591,636017376,ING MAY,Cargo,Liberia
1595,636021462,EVER FULL,Cargo,Liberia
1608,273382370,SERGEY GAVRILOV,Cargo,Russian Federation
1615,352001831,MORNING CHARLOTTE,Cargo,Panama
1621,576608000,UNAVAILABLE,Fishing,Vanuatu
1626,431017519,KANAMIMARU,Fishing,Japan
1632,431016105,UNAVAILABLE,Fishing,Japan
1634,431004299,UNAVAILABLE,Fishing,Japan
1638,431018665,KAIEIMARU,Fishing,Japan
1678,636019093,BERGE TRIGLAV,Cargo,Liberia
1691,412449025,UNAVAILABLE,Fishing,China
1693,431011154,TETSU MARU,Fishing,Japan
1707,431015865,UNAVAILABLE,Fishing,Japan
1708,412420606,ZHESHENGYU09506,Fishing,China
1713,440049770,TAELIM JASMINE,Fishing,South Korea
1716,431004572,UNAVAILABLE,Fishing,Japan
1717,431017732,KONPIRAMARU,Fishing,Japan
1718,431017264,UNAVAILABLE,Fishing,Japan
1723,431005305,UNAVAILABLE,Fishing,Japan
1736,431005098,DAISHIN MARU,Cargo,Japan
1741,431012108,KAIRYO MARU 2,Fishing,Japan
1743,431015122,RYOSEIMARU,Fishing,Japan
1747,431018308,UNAVAILABLE,Fishing,Japan
1755,431014266,UNAVAILABLE,Fishing,Japan
1757,431019629,UNAVAILABLE,Fishing,Japan
1759,431017353,EBISUMARU,Fishing,Japan
1764,431013646,SUMIYOSHIMARU,Fishing,Japan
1765,356216000,MING YANG,Cargo,Panama
1766,308808000,LAPIS ARROW,Cargo,Azores
1768,431015384,AKARIMARU NO8,Fishing,Japan
1771,431009774,UNAVAILABLE,Fishing,Japan
1775,431019026,RYOUSEIMARU NO.18,Fishing,Japan
1783,431300531,NO33SUMIYOSHIMARU,Cargo,Japan
1787,431013391,SINRYOUMARU,Fishing,Japan
1788,431301138,UNAVAILABLE,Cargo,Japan
1790,431018256,SUMIYOSHIMARU,Fishing,Japan
1795,351664000,ITX EHIME,Cargo,Panama
1799,431008995,HINOMARU,Fishing,Japan
1802,431007011,UNAVAILABLE,Fishing,Japan
1803,431014524,KOUSHINMARU NO.5,Fishing,Japan
1804,431012533,UNAVAILABLE,Fishing,Japan
1805,431010572,DAI3 CHIYOMARU,Fishing,Japan
1806,431014146,SYOUJUN,Fishing,Japan
1807,431014428,UNAVAILABLE,Fishing,Japan
1808,431011734,KUMI MARU,Fishing,Japan
1822,431601070,UNAVAILABLE,Fishing,Japan
1823,431015321,SHINNYOUMARU NO.2,Fishing,Japan
1829,636021457,TAI KNIGHT,Cargo,Liberia
1831,431011375,FUJIMI MARU NO.18,Fishing,Japan
1844,431013456,SISI MARU,Fishing,Japan
1847,431007102,WAKASHIO SURI-,Fishing,Japan
1848,431010312,UNAVAILABLE,Fishing,Japan
1850,431007039,KIIMARU,Fishing,Japan
1851,412366501,SUGUANYUNYU08166,Fishing,China
1862,431600150,UNAVAILABLE,Fishing,Japan
1863,431007165,UNAVAILABLE,Fishing,Japan
1864,431015319,UNAVAILABLE,Fishing,Japan
1866,431007295,UNAVAILABLE,Fishing,Japan
1871,431231000,KAIYO MARU NO.28,Fishing,Japan
1874,431018024,UNAVAILABLE,Fishing,Japan
1879,431019259,EBISUMARU,Fishing,Japan
1881,431017057,UNAVAILABLE,Fishing,Japan
1886,431017843,UNAVAILABLE,Fishing,Japan
1890,431012259,UNAVAILABLE,Fishing,Japan
1892,412440754,FU YUAN YU YUN 699,Cargo,China
1894,431212000,UNAVAILABLE,Fishing,Japan
1896,352001513,BAOSHAN HOPE,Cargo,Panama
1897,431018567,KOUEI MARU NO.8,Cargo,Japan
2191,431019511,KAIYOUMARU,Fishing,Japan
2358,431018647,SHOUTOKUMARU,Fishing,Japan
2542,431016387,RYOUEIMARU,Fishing,Japan
2574,431200126,UNAVAILABLE,Fishing,Japan
2584,431017104,SUMIYOSHIMARA,Fishing,Japan
2590,431019174,8EBISUMARU,Fishing,Japan
2591,431019509,KAIYOUMARU,Fishing,Japan
2592,431018521,SUMIYOSHIMARU,Fishing,Japan
2595,431018757,DAISYOUMARU,Fishing,Japan
2597,431019173,3SUMIYOSHIMARU,Fishing,Japan
2600,431012132,NO.21 OSAKAMARU,Fishing,Japan
2603,431016488,DAI1SEISHOU MARU,Fishing,Japan
2616,431002434,UNAVAILABLE,Fishing,Japan
2624,431015198,NO.1,Fishing,Japan
2625,431018877,UNAVAILABLE,Fishing,Japan
2636,431014968,UNAVAILABLE,Fishing,Japan
2637,431014967,UNAVAILABLE,Fishing,Japan
2639,431015199,UNAVAILABLE,Fishing,Japan
